'Endrun' Networks: Help In Danger Zones,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/woL60n2SjWk/story01.htm,"kierny writes Drawing on networking protocols designed to support NASA's interplanetary missions, two information security researchers have created a networking system that's designed to transmit information securely and reliably in even the worst conditions. Dubbed Endrun, and debuted at Black Hat Europe, its creators hope the delay-tolerant and disruption-tolerant system &mdash; which runs on Raspberry Pi &mdash; could be deployed everywhere from Ebola hot zones in Liberia, to war zones in Syria, to demonstrations in Ferguson.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status='Endrun'+Networks%3A+Help+In+Danger+Zones%3A+http%3A%2F%2Fbit.ly%2F1wru5sJ""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fit.slashdot.org%2Fstory%2F14%2F10%2F20%2F1822203%2Fendrun-networks-help-in-danger-zones%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://it.slashdot.org/story/14/10/20/1822203/endrun-networks-help-in-danger-zones?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://it.slashdot.org/story/14/10/20/1822203/endrun-networks-help-in-danger-zones?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5852077&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fa5bf8a/sc/46/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/a2.htm""><img src=""http://da.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474564008/u/49/f/647410/c/35028/s/3fa5bf8a/sc/46/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/woL60n2SjWk"" height=""1"" width=""1""/>"
"3-D Printed ""Iron Man"" Prosthetic Hands Now Available For Kids",http://rss.slashdot.org/~r/Slashdot/slashdot/~3/vtIZTsVSdCI/story01.htm,"PC World (drawing on an article from 3DPrint.com) notes that inventor Pat Starace has released his plans for a 3-D printable prosthetic hand designed to appeal both to kids who need it and their parents (who can't all afford the cost of conventional prostheses). The hand ""has the familiar gold-and-crimson color scheme favored by Ol' Shellhead, and it's designed with housings for a working gyroscope, magnetometer, accelerometer, and other ""cool sensors"", as well as a battery housing and room for a low-power Bluetooth chip and charging port."" It takes about 48 hours in printing time (and ""a lot"" of support material), but the result is inexpensive and functional.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=3-D+Printed+%22Iron+Man%22+Prosthetic+Hands+Now+Available+For+Kids%3A+http%3A%2F%2Fbit.ly%2FZBOSwU""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F10%2F20%2F0142203%2F3-d-printed-iron-man-prosthetic-hands-now-available-for-kids%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/10/20/0142203/3-d-printed-iron-man-prosthetic-hands-now-available-for-kids?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/10/20/0142203/3-d-printed-iron-man-prosthetic-hands-now-available-for-kids?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5848231&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f9e77a2/sc/28/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/a2.htm""><img src=""http://da.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474507438/u/49/f/647410/c/35028/s/3f9e77a2/sc/28/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/vtIZTsVSdCI"" height=""1"" width=""1""/>"
A New Edition of Theoretical Medicine and Bioethics is Available (bioethicscom),http://news.feedzilla.com/en_us/stories/science/403879049?client_source=api&format=json,"Theoretical Medicine and Bioethics (Vol. 35, No. 5, October 2014) is now
available online by subscription only. Articles include: ""How useful is the
concept of the 'harm threshold' in reproductive ethics and law?"" by Anna
Smajdor ""What is the harm in … Read More

"
ABG and five subsidiary banking units receive international awards (AME ),http://news.feedzilla.com/en_us/stories/science/403973273?client_source=api&format=json,"The Bahrain based leading Islamic banking group Al Baraka Banking Group B.S.C.
(ABG) and five of its subsidiary banking units received the ""Best Islamic
Financial Institution"" Award of 2014, as part of the annual awards that the
Global Finance magazine, which is specialized in banking and finance, awards
to international banks and financial institutions. Al […]

"
An Algorithm to End the Lines for Ice at Burning Man,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/rJBMYxEm2qo/story01.htm,"Any gathering of 65,000 people in the desert is going to require some major infrastructure to maintain health and sanity. At Burning Man, some of that infrastructure is devoted to a supply chain for ice. Writes Bennett Haselton, The lines for ice bags at Burning Man could be cut from an hour long at peak times, to about five minutes, by making one small... Well, read the description below of how they do things now, and see if the same suggested change occurs to you. I'm curious whether it's the kind of idea that is more obvious to students of computer science who think algorithmically, or if it's something that could occur to anyone. Read on for the rest; Bennett's idea for better triage may bring to mind a lot of other queuing situations and ways that time spent waiting in line could be more efficiently employed.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=An+Algorithm+to+End+the+Lines+for+Ice+at+Burning+Man%3A+http%3A%2F%2Fbit.ly%2F1yScooN""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F10%2F20%2F165247%2Fan-algorithm-to-end-the-lines-for-ice-at-burning-man%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/10/20/165247/an-algorithm-to-end-the-lines-for-ice-at-burning-man?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/10/20/165247/an-algorithm-to-end-the-lines-for-ice-at-burning-man?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5851727&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fa497fb/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474534094/u/49/f/647410/c/35028/s/3fa497fb/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/rJBMYxEm2qo"" height=""1"" width=""1""/>"
"Another month, another global heat record broken (The Arizona Republic)",http://news.feedzilla.com/en_us/stories/science/404251606?client_source=api&format=json,"WASHINGTON (AP) -- September brought more record heat globally, and
meteorologists say Earth is now on pace to tie for the hottest year ever
recorded....

"
Apple Doesn't Design For Yesterday,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/eVZV6UA8aEk/story01.htm,"HughPickens.com writes Erik Karjaluoto writes that he recently installed OS X Yosemite and his initial reaction was ""This got hit by the ugly stick."" But Karjaluoto says that Apple's decision to make a wholesale shift from Lucida to Helvetica defies his expectations and wondered why Apple would make a change that impedes legibility, requires more screen space, and makes the GUI appear fuzzy? The Answer: Tomorrow. Microsoft's approach with Windows, and backward compatibility in general, is commendable. ""Users can install new versions of this OS on old machines, sometimes built on a mishmash of components, and still have it work well. This is a remarkable feat of engineering. It also comes with limitations &mdash; as it forces Microsoft to operate in the past."" But Apple doesn't share this focus on interoperability or legacy. ""They restrict hardware options, so they can build around a smaller number of specs. Old hardware is often left behind (turn on a first-generation iPad, and witness the sluggishness). Meanwhile, dying conventions are proactively euthanized,"" says Karjaluoto. ""When Macs no longer shipped with floppy drives, many felt baffled. This same experience occurred when a disk (CD/DVD) reader no longer came standard."" In spite of the grumblings of many, Karjaluoto doesn't recall many such changes that we didn't later look upon as the right choice.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+Doesn't+Design+For+Yesterday%3A+http%3A%2F%2Fbit.ly%2F1rShlVF""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Ftech.slashdot.org%2Fstory%2F14%2F10%2F19%2F1311228%2Fapple-doesnt-design-for-yesterday%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://tech.slashdot.org/story/14/10/19/1311228/apple-doesnt-design-for-yesterday?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://tech.slashdot.org/story/14/10/19/1311228/apple-doesnt-design-for-yesterday?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5847067&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f9b30f2/sc/28/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/a2.htm""><img src=""http://da.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474494376/u/49/f/647410/c/35028/s/3f9b30f2/sc/28/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/eVZV6UA8aEk"" height=""1"" width=""1""/>"
Apple launches Apple Pay mobile payment service (CBS News),http://news.feedzilla.com/en_us/stories/science/404242556?client_source=api&format=json,"Apple is betting that Apple Pay will give consumers a whole new reason to buy
iPhones and iPads

"
Ask Slashdot: Good Hosting Service For a Parody Site?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/FzEOIBiALE8/story01.htm,"An anonymous reader writes ""Ok, bear with me now. I know this is not PC Mag 2014 review of hosting services. I am thinking of getting a parody website up. I am mildly concerned about potential reaction of the parodee, who has been known to be a little heavy handed when it comes to things like that. In short, I want to make sure that the hosting company won't flake out just because of potential complaints. I checked some companies and their TOS and AUPs all seem to have weird-ass restrictions (Arvixe, for example, has a list of unacceptable material that happens to list RPGs and MUDS ). I live in U.S.; parodee in Poland. What would you recommend?""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+Good+Hosting+Service+For+a+Parody+Site%3F%3A+http%3A%2F%2Fbit.ly%2F1rSSdhw""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F10%2F19%2F1547220%2Fask-slashdot-good-hosting-service-for-a-parody-site%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/10/19/1547220/ask-slashdot-good-hosting-service-for-a-parody-site?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/10/19/1547220/ask-slashdot-good-hosting-service-for-a-parody-site?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5847365&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3f9bcffc/sc/36/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/a2.htm""><img src=""http://da.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474516862/u/49/f/647410/c/35028/s/3f9bcffc/sc/36/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/FzEOIBiALE8"" height=""1"" width=""1""/>"
Ask Slashdot: LTE Hotspot As Sole Cellular Connection?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/fCa-FOHOXEA/story01.htm,"New submitter iamacat writes I am thinking of canceling my regular voice plan and using an LTE hotspot for all my voice and data needs. One big draw is ability to easily use multiple devices without expensive additional lines or constantly swapping SIMs. So I can have an ultra compact Android phone and an iPod touch and operate whichever has the apps I feel like using. Or, if I anticipate needing more screen real estate, I can bring only a Nexus 7 or a laptop and still be able to make and receive VoIP calls. When I am home or at work, I would be within range of regular WiFi and not need to eat into the data plan or battery life of the hotspot. Has anyone done something similar? Did the setup work well? Which devices and VoIP services did you end up using? How about software for automatic WiFi handoffs between the hotspot and regular home/work networks?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A+LTE+Hotspot+As+Sole+Cellular+Connection%3F%3A+http%3A%2F%2Fbit.ly%2F1vAXhxf""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F10%2F19%2F2224200%2Fask-slashdot-lte-hotspot-as-sole-cellular-connection%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/10/19/2224200/ask-slashdot-lte-hotspot-as-sole-cellular-connection?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/10/19/2224200/ask-slashdot-lte-hotspot-as-sole-cellular-connection?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=5847975&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/3fa09d26/sc/28/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/a2.htm""><img src=""http://da.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/210474517647/u/49/f/647410/c/35028/s/3fa09d26/sc/28/a2t.img"" border=""0""/><img src=""http://feeds.feedburner.com/~r/Slashdot/slashdot/~4/fCa-FOHOXEA"" height=""1"" width=""1""/>"
